--------------------------------------------------------------------------------
|Rank|    Word    |Actual Freq | Zipf Frac  | Zipf Freq  |Actual Diff |Pct Diff|
| 782|o`rnatilgan |         324|       1/782|       49.08|      274.92| 660.21%|
| 783|ta`sir      |         323|       1/783|       49.01|      273.99| 659.01%|
| 784|oziqovqat   |         322|       1/784|       48.95|      273.05| 657.81%|
| 785|turdagi     |         322|       1/785|       48.89|      273.11| 658.65%|
| 786|ilk         |         320|       1/786|       48.83|      271.17| 655.39%|
| 787|tojikiston  |         320|       1/787|       48.76|      271.24| 656.23%|
| 788|albatta     |         320|       1/788|       48.70|      271.30| 657.06%|
| 789|odam        |         320|       1/789|       48.64|      271.36| 657.89%|
| 790|holatda     |         320|       1/790|       48.58|      271.42| 658.73%|
| 791|ketgan      |         320|       1/791|       48.52|      271.48| 659.56%|
| 792|endi        |         320|       1/792|       48.46|      271.54| 660.40%|
| 793|etmagan     |         319|       1/793|       48.39|      270.61| 659.16%|
| 794|fikr        |         318|       1/794|       48.33|      269.67| 657.93%|
| 795|o`n         |         317|       1/795|       48.27|      268.73| 656.68%|
| 796|amal        |         317|       1/796|       48.21|      268.79| 657.51%|
| 797|aholini     |         316|       1/797|       48.15|      267.85| 656.26%|
| 798|buyon       |         316|       1/798|       48.09|      267.91| 657.08%|
| 799|vaziyatlar  |         316|       1/799|       48.03|      267.97| 657.90%|
| 800|qaroriga    |         316|       1/800|       47.97|      268.03| 658.73%|
| 801|tahlil      |         316|       1/801|       47.91|      268.09| 659.55%|
| 802|yillar      |         315|       1/802|       47.85|      267.15| 658.28%|
| 803|o`zini      |         315|       1/803|       47.79|      267.21| 659.11%|
| 804|tashkilotlari|         313|       1/804|       47.73|      265.27| 655.74%|
| 805|ayniqsa     |         313|       1/805|       47.67|      265.33| 656.55%|
| 806|qazib       |         313|       1/806|       47.61|      265.39| 657.37%|
| 807|jarima      |         312|       1/807|       47.56|      264.44| 656.08%|
| 808|xizmatlar   |         311|       1/808|       47.50|      263.50| 654.79%|
| 809|yo`nalishi  |         311|       1/809|       47.44|      263.56| 655.60%|
| 810|o`tkazilmoqda|         311|       1/810|       47.38|      263.62| 656.41%|
| 811|darakchi    |         310|       1/811|       47.32|      262.68| 655.11%|
| 812|chiqarilgan |         310|       1/812|       47.26|      262.74| 655.91%|
| 813|g`arbdan    |         310|       1/813|       47.20|      262.80| 656.72%|
| 814|ko`zda      |         308|       1/814|       47.15|      260.85| 653.29%|
| 815|uzoq        |         308|       1/815|       47.09|      260.91| 654.09%|
| 816|borada      |         308|       1/816|       47.03|      260.97| 654.89%|
| 817|davrida     |         307|       1/817|       46.97|      260.03| 653.57%|
| 818|oshirilgan  |         307|       1/818|       46.92|      260.08| 654.37%|
| 819|prokuraturasi|         307|       1/819|       46.86|      260.14| 655.17%|
| 820|huquq       |         306|       1/820|       46.80|      259.20| 653.83%|
| 821|edik        |         306|       1/821|       46.74|      259.26| 654.63%|
| 822|boshqaruvi  |         305|       1/822|       46.69|      258.31| 653.28%|
| 823|tayinlandi  |         305|       1/823|       46.63|      258.37| 654.08%|
| 824|mahrum      |         304|       1/824|       46.57|      257.43| 652.72%|
| 825|kredit      |         304|       1/825|       46.52|      257.48| 653.52%|
| 826|iio         |         304|       1/826|       46.46|      257.54| 654.31%|
| 827|kichik      |         303|       1/827|       46.41|      256.59| 652.95%|
| 828|tergovga    |         303|       1/828|       46.35|      256.65| 653.74%|
| 829|muassasalari|         303|       1/829|       46.29|      256.71| 654.52%|
| 830|bo`lishicha |         303|       1/830|       46.24|      256.76| 655.31%|
| 831|o`ziga      |         302|       1/831|       46.18|      255.82| 653.94%|
| 832|kasallik    |         301|       1/832|       46.13|      254.87| 652.56%|
| 833|borish      |         301|       1/833|       46.07|      254.93| 653.34%|
| 834|dolzarb     |         301|       1/834|       46.02|      254.98| 654.13%|
| 835|kunlarda    |         301|       1/835|       45.96|      255.04| 654.91%|
| 836|natijalari  |         301|       1/836|       45.91|      255.09| 655.69%|
| 837|yaratilgan  |         300|       1/837|       45.85|      254.15| 654.30%|
| 838|yilga       |         300|       1/838|       45.80|      254.20| 655.08%|
| 839|ishlarni    |         300|       1/839|       45.74|      254.26| 655.86%|
| 840|ustuvor     |         299|       1/840|       45.69|      253.31| 654.45%|
| 841|oylik       |         299|       1/841|       45.63|      253.37| 655.23%|
| 842|guruhi      |         299|       1/842|       45.58|      253.42| 656.01%|
| 843|ning        |         299|       1/843|       45.52|      253.48| 656.79%|
| 844|uchinchi    |         298|       1/844|       45.47|      252.53| 655.37%|
| 845|joyiga      |         298|       1/845|       45.42|      252.58| 656.15%|
| 846|federasiyasi|         298|       1/846|       45.36|      252.64| 656.92%|
| 847|gektar      |         298|       1/847|       45.31|      252.69| 657.70%|
| 848|a`zosi      |         298|       1/848|       45.26|      252.74| 658.48%|
| 849|km          |         298|       1/849|       45.20|      252.80| 659.25%|
| 850|madaniy     |         298|       1/850|       45.15|      252.85| 660.03%|
| 851|deputatlari |         297|       1/851|       45.10|      251.90| 658.59%|
| 852|darajasi    |         297|       1/852|       45.04|      251.96| 659.36%|
| 853|chiqilgan   |         297|       1/853|       44.99|      252.01| 660.14%|
| 854|uchrashuvda |         296|       1/854|       44.94|      251.06| 658.69%|
| 855|barqaror    |         296|       1/855|       44.89|      251.11| 659.46%|
| 856|kunduz      |         296|       1/856|       44.83|      251.17| 660.23%|
| 857|dam         |         295|       1/857|       44.78|      250.22| 658.77%|
| 858|shaxsiy     |         295|       1/858|       44.73|      250.27| 659.54%|
| 859|mamlakatda  |         295|       1/859|       44.68|      250.32| 660.30%|
| 860|qilinib     |         295|       1/860|       44.62|      250.38| 661.07%|
| 861|palatasi    |         294|       1/861|       44.57|      249.43| 659.60%|
| 862|ekanligini  |         294|       1/862|       44.52|      249.48| 660.36%|
| 863|ro`yxatga   |         294|       1/863|       44.47|      249.53| 661.13%|
| 864|moliya      |         294|       1/864|       44.42|      249.58| 661.90%|
| 865|mudofaa     |         294|       1/865|       44.37|      249.63| 662.66%|
| 866|milliondan  |         293|       1/866|       44.32|      248.68| 661.17%|
| 867|mablag`lari |         293|       1/867|       44.26|      248.74| 661.94%|
| 868|xizmatining |         293|       1/868|       44.21|      248.79| 662.70%|
| 869|ypx         |         293|       1/869|       44.16|      248.84| 663.46%|
| 870|oladi       |         291|       1/870|       44.11|      246.89| 659.69%|
| 871|keskin      |         291|       1/871|       44.06|      246.94| 660.45%|
| 872|jsst        |         291|       1/872|       44.01|      246.99| 661.21%|
| 873|chunki      |         290|       1/873|       43.96|      246.04| 659.69%|
| 874|ovoz        |         290|       1/874|       43.91|      246.09| 660.45%|
| 875|boshqarish  |         289|       1/875|       43.86|      245.14| 658.92%|
| 876|keladi      |         289|       1/876|       43.81|      245.19| 659.68%|
| 877|so`z        |         288|       1/877|       43.76|      244.24| 658.14%|
| 878|muassasalarida|         288|       1/878|       43.71|      244.29| 658.89%|
| 879|aokada      |         288|       1/879|       43.66|      244.34| 659.65%|
| 880|tayyorgarlik|         287|       1/880|       43.61|      243.39| 658.10%|
| 881|yurtimizda  |         287|       1/881|       43.56|      243.44| 658.85%|
| 882|chalingan   |         287|       1/882|       43.51|      243.49| 659.60%|
| 883|masala      |         287|       1/883|       43.46|      243.54| 660.35%|
| 884|qilishi     |         287|       1/884|       43.41|      243.59| 661.09%|
| 885|uyjoy       |         286|       1/885|       43.36|      242.64| 659.54%|
| 886|o`sha       |         285|       1/886|       43.31|      241.69| 657.97%|
| 887|uzbekistan  |         284|       1/887|       43.27|      240.73| 656.40%|
| 888|internet    |         284|       1/888|       43.22|      240.78| 657.14%|
| 889|ta`kidlash  |         284|       1/889|       43.17|      240.83| 657.88%|
| 890|yig`ilishda |         284|       1/890|       43.12|      240.88| 658.62%|
| 891|issiq       |         284|       1/891|       43.07|      240.93| 659.36%|
| 892|korxona     |         283|       1/892|       43.02|      239.98| 657.78%|
| 893|mutaxassislar|         283|       1/893|       42.98|      240.02| 658.52%|
| 894|halok       |         283|       1/894|       42.93|      240.07| 659.25%|
| 895|nima        |         282|       1/895|       42.88|      239.12| 657.66%|
| 896|taxminan    |         282|       1/896|       42.83|      239.17| 658.39%|
| 897|engil       |         281|       1/897|       42.78|      238.22| 656.79%|
| 898|belgilab    |         281|       1/898|       42.74|      238.26| 657.52%|
| 899|departamenti|         281|       1/899|       42.69|      238.31| 658.26%|
| 900|etishga     |         281|       1/900|       42.64|      238.36| 658.99%|
| 901|haydovchisi |         281|       1/901|       42.59|      238.41| 659.72%|
| 902|ajratilgan  |         280|       1/902|       42.55|      237.45| 658.10%|
| 903|kunlik      |         280|       1/903|       42.50|      237.50| 658.83%|
| 904|tarqalgan   |         280|       1/904|       42.45|      237.55| 659.56%|
| 905|vazirining  |         280|       1/905|       42.41|      237.59| 660.29%|
| 906|tushib      |         280|       1/906|       42.36|      237.64| 661.02%|
| 907|tashabbusi  |         279|       1/907|       42.31|      236.69| 659.39%|
| 908|hujjatlari  |         279|       1/908|       42.27|      236.73| 660.11%|
| 909|berishicha  |         279|       1/909|       42.22|      236.78| 660.84%|
| 910|umumta`lim  |         278|       1/910|       42.17|      235.83| 659.20%|
| 911|ekanligi    |         278|       1/911|       42.13|      235.87| 659.92%|
| 912|neft        |         278|       1/912|       42.08|      235.92| 660.65%|
| 913|gidrometeorologiya|         278|       1/913|       42.03|      235.97| 661.37%|
| 914|o`zbekistondagi|         277|       1/914|       41.99|      235.01| 659.71%|
| 915|muddatga    |         277|       1/915|       41.94|      235.06| 660.43%|
| 916|tariqasida  |         277|       1/916|       41.90|      235.10| 661.16%|
| 917|evaziga     |         277|       1/917|       41.85|      235.15| 661.88%|
| 918|avgust      |         277|       1/918|       41.81|      235.19| 662.60%|
| 919|oshirishga  |         276|       1/919|       41.76|      234.24| 660.93%|
| 920|tartibga    |         276|       1/920|       41.71|      234.29| 661.65%|
| 921|oylarida    |         276|       1/921|       41.67|      234.33| 662.37%|
| 922|oilaviy     |         275|       1/922|       41.62|      233.38| 660.68%|
| 923|korrupsiyaga|         275|       1/923|       41.58|      233.42| 661.40%|
| 924|ariza       |         274|       1/924|       41.53|      232.47| 659.71%|
| 925|mahkamasining|         274|       1/925|       41.49|      232.51| 660.42%|
| 926|hajmi       |         273|       1/926|       41.44|      231.56| 658.72%|
| 927|aynan       |         273|       1/927|       41.40|      231.60| 659.43%|
| 928|m           |         272|       1/928|       41.35|      230.65| 657.73%|
| 929|muzokaralar |         272|       1/929|       41.31|      230.69| 658.44%|
| 930|qariyb      |         272|       1/930|       41.27|      230.73| 659.14%|
| 931|oxirgi      |         271|       1/931|       41.22|      229.78| 657.43%|
| 932|marotaba    |         271|       1/932|       41.18|      229.82| 658.13%|
| 933|qo`zg`atilgan|         271|       1/933|       41.13|      229.87| 658.84%|
| 934|diniy       |         271|       1/934|       41.09|      229.91| 659.55%|
| 935|yo`nalishini|         271|       1/935|       41.04|      229.96| 660.25%|
| 936|kasallikdan |         271|       1/936|       41.00|      230.00| 660.96%|
| 937|tasdiqlandi |         270|       1/937|       40.96|      229.04| 659.22%|
| 938|boshqaruvidagi|         270|       1/938|       40.91|      229.09| 659.93%|
| 939|qo`yildi    |         269|       1/939|       40.87|      228.13| 658.18%|
| 940|o`zida      |         269|       1/940|       40.83|      228.17| 658.88%|
| 941|etakchi     |         269|       1/941|       40.78|      228.22| 659.59%|
| 942|taraqqiyot  |         269|       1/942|       40.74|      228.26| 660.29%|
| 943|ma`lumotlarga|         269|       1/943|       40.70|      228.30| 660.99%|
| 944|nafarga     |         269|       1/944|       40.65|      228.35| 661.69%|
| 945|xavfi       |         268|       1/945|       40.61|      227.39| 659.93%|
| 946|qarorga     |         268|       1/946|       40.57|      227.43| 660.62%|
| 947|etishi      |         268|       1/947|       40.52|      227.48| 661.32%|
| 948|maqsad      |         266|       1/948|       40.48|      225.52| 657.08%|
| 949|amaldagi    |         266|       1/949|       40.44|      225.56| 657.77%|
| 950|loyihalar   |         266|       1/950|       40.40|      225.60| 658.47%|
| 951|termiz      |         265|       1/951|       40.35|      224.65| 656.68%|
| 952|import      |         265|       1/952|       40.31|      224.69| 657.37%|
| 953|joy         |         265|       1/953|       40.27|      224.73| 658.06%|
| 954|o`tayotgan  |         265|       1/954|       40.23|      224.77| 658.75%|
| 955|hududlari   |         265|       1/955|       40.19|      224.81| 659.44%|
| 956|jarayonlari |         264|       1/956|       40.14|      223.86| 657.64%|
| 957|beruvchi    |         263|       1/957|       40.10|      222.90| 655.84%|
| 958|jazosi      |         263|       1/958|       40.06|      222.94| 656.52%|
| 959|paydo       |         262|       1/959|       40.02|      221.98| 654.71%|
| 960|keltirilgan |         262|       1/960|       39.98|      222.02| 655.39%|
| 961|chuqur      |         262|       1/961|       39.93|      222.07| 656.08%|
| 962|bunga       |         262|       1/962|       39.89|      222.11| 656.76%|
| 963|miqdori     |         261|       1/963|       39.85|      221.15| 654.93%|
| 964|choralar    |         261|       1/964|       39.81|      221.19| 655.61%|
| 965|metrsekund  |         261|       1/965|       39.77|      221.23| 656.29%|
| 966|banki       |         260|       1/966|       39.73|      220.27| 654.45%|
| 967|sobiq       |         260|       1/967|       39.69|      220.31| 655.13%|
| 968|koreya      |         260|       1/968|       39.65|      220.35| 655.81%|
| 969|oav         |         260|       1/969|       39.60|      220.40| 656.49%|
| 970|islohotlar  |         260|       1/970|       39.56|      220.44| 657.16%|
| 971|global      |         260|       1/971|       39.52|      220.48| 657.84%|
| 972|yalpi       |         260|       1/972|       39.48|      220.52| 658.52%|
| 973|aholiga     |         258|       1/973|       39.44|      218.56| 654.13%|
| 974|shunga      |         258|       1/974|       39.40|      218.60| 654.80%|
| 975|muddati     |         258|       1/975|       39.36|      218.64| 655.47%|
| 976|hududlar    |         258|       1/976|       39.32|      218.68| 656.14%|
| 977|tizimida    |         257|       1/977|       39.28|      217.72| 654.27%|
| 978|v           |         257|       1/978|       39.24|      217.76| 654.94%|
| 979|jarayoni    |         257|       1/979|       39.20|      217.80| 655.61%|
| 980|o`zgartirib |         257|       1/980|       39.16|      217.84| 656.28%|
| 981|olishga     |         256|       1/981|       39.12|      216.88| 654.39%|
| 982|xitoy       |         256|       1/982|       39.08|      216.92| 655.06%|
| 983|talabalar   |         256|       1/983|       39.04|      216.96| 655.73%|
| 984|kengashining|         256|       1/984|       39.00|      217.00| 656.39%|
| 985|talablariga |         255|       1/985|       38.96|      216.04| 654.49%|
| 986|o`tkazilishi|         255|       1/986|       38.92|      216.08| 655.16%|
| 987|tashrifi    |         255|       1/987|       38.88|      216.12| 655.82%|
| 988|bag`ishlangan|         255|       1/988|       38.84|      216.16| 656.49%|
| 989|urib        |         255|       1/989|       38.80|      216.20| 657.15%|
| 990|xotinqizlar |         254|       1/990|       38.76|      215.24| 655.24%|
| 991|tayyor      |         254|       1/991|       38.73|      215.27| 655.90%|
| 992|vaqti       |         253|       1/992|       38.69|      214.31| 653.98%|
| 993|narxi       |         253|       1/993|       38.65|      214.35| 654.63%|
| 994|alisher     |         253|       1/994|       38.61|      214.39| 655.29%|
| 995|tavsiya     |         253|       1/995|       38.57|      214.43| 655.95%|
| 996|nafardan    |         252|       1/996|       38.53|      213.47| 654.02%|
| 997|fuqarolarga |         252|       1/997|       38.49|      213.51| 654.67%|
| 998|mahallasida |         252|       1/998|       38.45|      213.55| 655.33%|
| 999|borilayotgan|         251|       1/999|       38.42|      212.58| 653.38%|
|1000|jiddiy      |         251|      1/1000|       38.38|      212.62| 654.04%|
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
|Rank|    Word    |Actual Freq | Zipf Frac  | Zipf Freq  |Actual Diff |Pct Diff|
--------------------------------------------------------------------------------
|   1|va          |       38377|         1/1|    38377.00|        0.00| 100.00%|
|   2|bilan       |       15434|         1/2|    19188.50|    -3754.50|  80.43%|
|   3|uchun       |        9764|         1/3|    12792.33|    -3028.33|  76.33%|
|   4|bu          |        9524|         1/4|     9594.25|      -70.25|  99.27%|
|   5|bo`yicha    |        8535|         1/5|     7675.40|      859.60| 111.20%|
|   6|o`zbekiston |        8202|         1/6|     6396.17|     1805.83| 128.23%|
|   7|tomonidan   |        7124|         1/7|     5482.43|     1641.57| 129.94%|
|   8|ham         |        6067|         1/8|     4797.12|     1269.88| 126.47%|
|   9|davlat      |        6019|         1/9|     4264.11|     1754.89| 141.15%|
|  10|yil         |        5684|        1/10|     3837.70|     1846.30| 148.11%|
|  11|bir         |        5354|        1/11|     3488.82|     1865.18| 153.46%|
|  12|bo`lgan     |        5279|        1/12|     3198.08|     2080.92| 165.07%|
|  13|kuni        |        5203|        1/13|     2952.08|     2250.92| 176.25%|
|  14|toshkent    |        4991|        1/14|     2741.21|     2249.79| 182.07%|
|  15|xabar       |        4817|        1/15|     2558.47|     2258.53| 188.28%|
|  16|hamda       |        4792|        1/16|     2398.56|     2393.44| 199.79%|
|  17|ko`ra       |        4580|        1/17|     2257.47|     2322.53| 202.88%|
|  18|tashkil     |        4557|        1/18|     2132.06|     2424.94| 213.74%|
|  19|ushbu       |        4529|        1/19|     2019.84|     2509.16| 224.23%|
|  20|olib        |        4440|        1/20|     1918.85|     2521.15| 231.39%|
|  21|ta          |        4389|        1/21|     1827.48|     2561.52| 240.17%|
|  22|respublikasi|        4318|        1/22|     1744.41|     2573.59| 247.53%|
|  23|haqda       |        4116|        1/23|     1668.57|     2447.43| 246.68%|
|  24|ma`lum      |        3920|        1/24|     1599.04|     2320.96| 245.15%|
|  25|bo`ladi     |        3891|        1/25|     1535.08|     2355.92| 253.47%|
|  26|shu         |        3824|        1/26|     1476.04|     2347.96| 259.07%|
|  27|amalga      |        3703|        1/27|     1421.37|     2281.63| 260.52%|
|  28|mumkin      |        3638|        1/28|     1370.61|     2267.39| 265.43%|
|  29|qilish      |        3612|        1/29|     1323.34|     2288.66| 272.94%|
|  30|shuningdek  |        3582|        1/30|     1279.23|     2302.77| 280.01%|
|  31|nafar       |        3509|        1/31|     1237.97|     2271.03| 283.45%|
|  32|xizmati     |        3463|        1/32|     1199.28|     2263.72| 288.76%|
|  33|bo`lib      |        3377|        1/33|     1162.94|     2214.06| 290.38%|
|  34|yangi       |        3342|        1/34|     1128.74|     2213.26| 296.08%|
|  35|viloyati    |        3281|        1/35|     1096.49|     2184.51| 299.23%|
|  36|axborot     |        3176|        1/36|     1066.03|     2109.97| 297.93%|
|  37|mazkur      |        3123|        1/37|     1037.22|     2085.78| 301.09%|
|  38|o`z         |        3071|        1/38|     1009.92|     2061.08| 304.08%|
|  39|qildi       |        2933|        1/39|      984.03|     1948.97| 298.06%|
|  40|yilda       |        2928|        1/40|      959.43|     1968.57| 305.18%|
|  41|yuzasidan   |        2841|        1/41|      936.02|     1904.98| 303.52%|
|  42|joriy       |        2774|        1/42|      913.74|     1860.26| 303.59%|
|  43|shahar      |        2725|        1/43|      892.49|     1832.51| 305.33%|
|  44|ming        |        2640|        1/44|      872.20|     1767.80| 302.68%|
|  45|havo        |        2636|        1/45|      852.82|     1783.18| 309.09%|
|  46|ta`lim      |        2550|        1/46|      834.28|     1715.72| 305.65%|
|  47|berdi       |        2543|        1/47|      816.53|     1726.47| 311.44%|
|  48|ishlab      |        2510|        1/48|      799.52|     1710.48| 313.94%|
|  49|yilning     |        2498|        1/49|      783.20|     1714.80| 318.95%|
|  50|bosh        |        2474|        1/50|      767.54|     1706.46| 322.33%|
|  51|ba`zi       |        2471|        1/51|      752.49|     1718.51| 328.38%|
|  52|ms          |        2436|        1/52|      738.02|     1697.98| 330.07%|
|  53|ishlar      |        2426|        1/53|      724.09|     1701.91| 335.04%|
|  54|xalqaro     |        2419|        1/54|      710.69|     1708.31| 340.38%|
|  55|yoki        |        2381|        1/55|      697.76|     1683.24| 341.23%|
|  56|etish       |        2334|        1/56|      685.30|     1648.70| 340.58%|
|  57|vazirligi   |        2329|        1/57|      673.28|     1655.72| 345.92%|
|  58|esa         |        2308|        1/58|      661.67|     1646.33| 348.81%|
|  59|qabul       |        2306|        1/59|      650.46|     1655.54| 354.52%|
|  60|boshqa      |        2306|        1/60|      639.62|     1666.38| 360.53%|
|  61|haqida      |        2300|        1/61|      629.13|     1670.87| 365.58%|
|  62|orqali      |        2284|        1/62|      618.98|     1665.02| 368.99%|
|  63|oliy        |        2249|        1/63|      609.16|     1639.84| 369.20%|
|  64|joylarda    |        2233|        1/64|      599.64|     1633.36| 372.39%|
|  65|har         |        2221|        1/65|      590.42|     1630.58| 376.18%|
|  66|ish         |        2219|        1/66|      581.47|     1637.53| 381.62%|
|  67|tuman       |        2204|        1/67|      572.79|     1631.21| 384.78%|
|  68|davomida    |        2194|        1/68|      564.37|     1629.63| 388.75%|
|  69|jinoyat     |        2176|        1/69|      556.19|     1619.81| 391.23%|
|  70|tumani      |        2163|        1/70|      548.24|     1614.76| 394.53%|
|  71|shamol      |        2145|        1/71|      540.52|     1604.48| 396.84%|
|  72|olish       |        2139|        1/72|      533.01|     1605.99| 401.30%|
|  73|ishlari     |        2118|        1/73|      525.71|     1592.29| 402.88%|
|  74|ijtimoiy    |        2115|        1/74|      518.61|     1596.39| 407.82%|
|  75|prezident   |        2080|        1/75|      511.69|     1568.31| 406.49%|
|  76|to`g`risida |        2066|        1/76|      504.96|     1561.04| 409.14%|
|  77|barcha      |        2025|        1/77|      498.40|     1526.60| 406.30%|
|  78|qarshi      |        2005|        1/78|      492.01|     1512.99| 407.51%|
|  79|u           |        1958|        1/79|      485.78|     1472.22| 403.06%|
|  80|uning       |        1958|        1/80|      479.71|     1478.29| 408.16%|
|  81|viloyatida  |        1942|        1/81|      473.79|     1468.21| 409.89%|
|  82|holat       |        1920|        1/82|      468.01|     1451.99| 410.25%|
|  83|tezlikda    |        1915|        1/83|      462.37|     1452.63| 414.17%|
|  84|maqsadida   |        1902|        1/84|      456.87|     1445.13| 416.31%|
|  85|nisbatan    |        1886|        1/85|      451.49|     1434.51| 417.72%|
|  86|kechasi     |        1858|        1/86|      446.24|     1411.76| 416.36%|
|  87|esadi       |        1842|        1/87|      441.11|     1400.89| 417.58%|
|  88|iliq        |        1824|        1/88|      436.10|     1387.90| 418.25%|
|  89|qilingan    |        1797|        1/89|      431.20|     1365.80| 416.74%|
|  90|turadi      |        1786|        1/90|      426.41|     1359.59| 418.84%|
|  91|soat        |        1780|        1/91|      421.73|     1358.27| 422.08%|
|  92|edi         |        1778|        1/92|      417.14|     1360.86| 426.23%|
|  93|qayd        |        1770|        1/93|      412.66|     1357.34| 428.93%|
|  94|yo`l        |        1752|        1/94|      408.27|     1343.73| 429.13%|
|  95|milliy      |        1744|        1/95|      403.97|     1340.03| 431.72%|
|  96|ikki        |        1735|        1/96|      399.76|     1335.24| 434.01%|
|  97|matbuot     |        1735|        1/97|      395.64|     1339.36| 438.53%|
|  98|etgan       |        1732|        1/98|      391.60|     1340.40| 442.29%|
|  99|qilindi     |        1720|        1/99|      387.65|     1332.35| 443.70%|
| 100|eng         |        1709|       1/100|      383.77|     1325.23| 445.32%|
| 101|etilgan     |        1708|       1/101|      379.97|     1328.03| 449.51%|
| 102|o`tgan      |        1700|       1/102|      376.25|     1323.75| 451.83%|
| 103|kunduzi     |        1699|       1/103|      372.59|     1326.41| 455.99%|
| 104|viloyat     |        1672|       1/104|      369.01|     1302.99| 453.10%|
| 105|deb         |        1665|       1/105|      365.50|     1299.50| 455.55%|
| 106|xizmat      |        1651|       1/106|      362.05|     1288.95| 456.02%|
| 107|harorat     |        1647|       1/107|      358.66|     1288.34| 459.20%|
| 108|oshirish    |        1646|       1/108|      355.34|     1290.66| 463.21%|
| 109|so`m        |        1615|       1/109|      352.08|     1262.92| 458.70%|
| 110|o`zgarib    |        1610|       1/110|      348.88|     1261.12| 461.47%|
| 111|qadar       |        1606|       1/111|      345.74|     1260.26| 464.51%|
| 112|ularning    |        1604|       1/112|      342.65|     1261.35| 468.11%|
| 113|yog`ingarchilik|        1592|       1/113|      339.62|     1252.38| 468.76%|
| 114|birinchi    |        1578|       1/114|      336.64|     1241.36| 468.75%|
| 115|tegishli    |        1578|       1/115|      333.71|     1244.29| 472.86%|
| 116|ko`p        |        1577|       1/116|      330.84|     1246.16| 476.67%|
| 117|asosida     |        1568|       1/117|      328.01|     1239.99| 478.04%|
| 118|qilgan      |        1567|       1/118|      325.23|     1241.77| 481.81%|
| 119|rahbari     |        1535|       1/119|      322.50|     1212.50| 475.98%|
| 120|bugun       |        1520|       1/120|      319.81|     1200.19| 475.28%|
| 121|etdi        |        1509|       1/121|      317.17|     1191.83| 475.78%|
| 122|samarqand   |        1494|       1/122|      314.57|     1179.43| 474.94%|
| 123|unga        |        1485|       1/123|      312.01|     1172.99| 475.95%|
| 124|ichki       |        1472|       1/124|      309.49|     1162.51| 475.62%|
| 125|rivojlantirish|        1472|       1/125|      307.02|     1164.98| 479.45%|
| 126|sodir       |        1459|       1/126|      304.58|     1154.42| 479.02%|
| 127|kelib       |        1454|       1/127|      302.18|     1151.82| 481.17%|
| 128|saqlash     |        1447|       1/128|      299.82|     1147.18| 482.62%|
| 129|yuqori      |        1445|       1/129|      297.50|     1147.50| 485.72%|
| 130|holda       |        1418|       1/130|      295.21|     1122.79| 480.34%|
| 131|fuqaro      |        1411|       1/131|      292.95|     1118.05| 481.65%|
| 132|namangan    |        1409|       1/132|      290.73|     1118.27| 484.63%|
| 133|katta       |        1399|       1/133|      288.55|     1110.45| 484.84%|
| 134|soni        |        1388|       1/134|      286.40|     1101.60| 484.64%|
| 135|ega         |        1384|       1/135|      284.27|     1099.73| 486.85%|
| 136|mehnat      |        1383|       1/136|      282.18|     1100.82| 490.11%|
| 137|kutilmaydi  |        1367|       1/137|      280.12|     1086.88| 488.00%|
| 138|prezidenti  |        1366|       1/138|      278.09|     1087.91| 491.20%|
| 139|ma`lumot    |        1358|       1/139|      276.09|     1081.91| 491.86%|
| 140|ishtirok    |        1355|       1/140|      274.12|     1080.88| 494.31%|
| 141|million     |        1354|       1/141|      272.18|     1081.82| 497.47%|
| 142|shahrida    |        1342|       1/142|      270.26|     1071.74| 496.56%|
| 143|qilib       |        1342|       1/143|      268.37|     1073.63| 500.05%|
| 144|markaziy    |        1342|       1/144|      266.51|     1075.49| 503.55%|
| 145|xodimlari   |        1334|       1/145|      264.67|     1069.33| 504.03%|
| 146|bo`lishi    |        1326|       1/146|      262.86|     1063.14| 504.46%|
| 147|ta`minlash  |        1316|       1/147|      261.07|     1054.93| 504.08%|
| 148|farg`ona    |        1304|       1/148|      259.30|     1044.70| 502.88%|
| 149|bermoqda    |        1291|       1/149|      257.56|     1033.44| 501.24%|
| 150|belgilangan |        1289|       1/150|      255.85|     1033.15| 503.82%|
| 151|bor         |        1286|       1/151|      254.15|     1031.85| 506.00%|
| 152|davom       |        1281|       1/152|      252.48|     1028.52| 507.37%|
| 153|bo`ldi      |        1276|       1/153|      250.83|     1025.17| 508.71%|
| 154|ortiq       |        1275|       1/154|      249.20|     1025.80| 511.63%|
| 155|tashqi      |        1270|       1/155|      247.59|     1022.41| 512.94%|
| 156|mln         |        1269|       1/156|      246.01|     1022.99| 515.84%|
| 157|koronavirus |        1265|       1/157|      244.44|     1020.56| 517.51%|
| 158|etib        |        1258|       1/158|      242.89|     1015.11| 517.92%|
| 159|xalq        |        1258|       1/159|      241.36|     1016.64| 521.20%|
| 160|o`rinbosari |        1253|       1/160|      239.86|     1013.14| 522.40%|
| 161|iib         |        1251|       1/161|      238.37|     1012.63| 524.82%|
| 162|shavkat     |        1251|       1/162|      236.90|     1014.10| 528.08%|
| 163|jami        |        1245|       1/163|      235.44|     1009.56| 528.79%|
| 164|gi          |        1241|       1/164|      234.01|     1006.99| 530.33%|
| 165|gaz         |        1239|       1/165|      232.59|     1006.41| 532.70%|
| 166|o`zbekistonda|        1236|       1/166|      231.19|     1004.81| 534.63%|
